id,name,salary,promotion,phonenumber,datausage,subdistrict,data,call,call usage,age,date,Net Over limit,Call Over limit,STATUS
237,Estelle Watsica,20000,890,832372095,25,เวียงคุก,30,300,321,31,24/11/2018 02:50,0,21,TX
238,Kaela Nolan,20000,1090,895004901,24,ท่าถ่าน,50,500,293,44,21/1/2019 23:38,0,0,TX
239,Pat Kuphal,25000,590,853681364,27,ห้วยข่า,20,200,168,45,24/11/2018 15:57,7,0,TX
240,Dr. Melba Rowe,12000,890,830012196,47,ช่างปี่,30,300,313,27,15/10/2018 06:31,17,13,OK
241,Pamela Senger,20000,890,819011421,19,ทับมา,30,300,618,58,11/2/2018 03:10,0,318,TX
242,Lou Lang,20000,890,876139226,34,ท่าตูม,30,300,127,54,23/11/2018 07:38,4,0,TX
243,Dr. Emery Sawayn III,18000,390,817029081,39,แคตก,10,100,799,25,31/7/2018 19:51,29,699,OK
244,Kraig Wehner,50000,590,837608825,29,คำบง,20,200,647,54,21/6/2018 20:23,9,447,TX
245,Mr. Arturo Yost,50000,390,897796837,21,ตอหลัง,10,100,419,39,16/10/2018 04:02,11,319,TX
246,Katrine Connelly,20000,590,827210963,3,ศรีคีรีมาศ,20,200,164,39,30/5/2018 09:24,0,0,TX
247,Allene O'Reilly I,30000,890,885033618,48,หนองใหญ่,30,300,314,43,6/4/2018 18:15,18,14,TX
248,Kenny Collier,30000,390,879071887,6,หลุ่งประดู่,10,100,566,36,8/6/2018 18:00,0,466,TX
249,Margaret Borer,20000,590,819019086,3,วังตะกู,20,200,591,51,18/6/2018 01:45,0,391,TX
250,Mona Johns,20000,590,848621785,42,ฉวาง,20,200,589,36,13/10/2018 13:48,22,389,TX
251,Luciano Mann,30000,890,868017437,32,ห้วยสัก,30,300,538,36,9/1/2019 07:39,2,238,TX
252,Dr. Christina Harber,25000,890,869317280,38,อ่ายนาไลย,30,300,610,44,16/6/2018 18:59,8,310,TX
253,Sonia Kulas,50000,1090,866025479,31,ละทาย,50,500,8,60,6/9/2018 08:26,0,0,TX
254,Irma Rice,25000,890,829098442,6,ท่าขนอน,30,300,353,57,21/9/2018 02:09,0,53,TA
255,Ariane Connelly,15000,1090,869200248,29,คลองหรัง,50,500,242,22,11/8/2018 21:40,0,0,TX
256,Prof. Vidal Swaniawski,50000,390,815000456,20,ลาดตะเคียน,10,100,687,52,6/9/2018 00:23,10,587,TX
257,Kaden Wintheiser,25000,1090,856118575,1,บึงบูรพ์,50,500,168,57,26/4/2018 11:46,0,0,TX
258,D'angelo Kovacek,25000,390,891711012,24,ผาอินทร์แปลง,10,100,550,47,22/9/2018 17:30,14,450,TX
259,Loyal O'Hara,20000,890,819574716,40,ภูคา,30,300,312,24,4/8/2018 07:25,10,12,OK
260,Garfield Nikolaus Sr.,20000,390,888307617,29,มาบตาพุด,10,100,329,24,15/11/2018 17:40,19,229,TX
261,Dr. Wilmer Wilkinson II,25000,1090,846093724,23,ตะลุปัน,50,500,304,30,24/1/2019 11:26,0,0,TX
262,Ward Rowe,30000,390,850374143,48,ดงดวน,10,100,252,52,3/8/2018 03:16,38,152,TX
263,Manuela Torphy,12000,890,890061760,11,ตองปิด,30,300,538,16,1/9/2018 19:07,0,238,OK
264,Winston Veum,50000,1090,867231647,6,เกาะลอย,50,500,557,33,1/1/2019 02:01,0,57,TX
265,Ted Bartoletti,20000,390,817758202,43,ท่ายาง,10,100,122,32,10/2/2018 17:00,33,22,OK
266,Simone Bartoletti,18000,1090,845898359,28,และ,50,500,83,15,24/11/2018 08:56,0,0,TX
267,Mr. Cordell Ferry DDS,20000,390,851255463,9,บาโงสะโต,10,100,673,56,10/7/2018 12:20,0,573,OK
268,Hermina VonRueden,12000,390,869054662,12,สมุด,10,100,670,19,11/6/2018 18:54,2,570,TX
269,Lulu Hayes MD,12000,1090,872473655,31,หัวเวียง,50,500,180,25,16/10/2018 21:22,0,0,OK
270,Miss Oceane Leuschke,20000,890,894420922,12,คลองขลุง,30,300,245,60,22/10/2018 08:33,0,0,TX
271,Bianka Jakubowski,12000,1090,816794044,16,ท่าตะคร้อ,50,500,560,29,3/12/2018 07:54,0,60,TX
272,Mrs. Deborah Nitzsche,15000,890,820435606,4,โนนเต็ง,30,300,430,18,3/4/2018 11:18,0,130,TX
273,Dora Hammes,50000,890,894738602,45,บ้านเชียง,30,300,538,36,23/9/2018 13:40,15,238,OK
274,Zaria Stanton,50000,890,815491241,29,วังผาง,30,300,272,31,7/1/2019 19:11,0,0,OK
275,Maria Kuhn II,25000,390,818783747,32,หัวโพธิ์,10,100,726,36,31/5/2018 05:02,22,626,OK
276,Dr. Zackary Renner III,30000,890,872065476,12,หาดทรายรี,30,300,183,60,8/12/2018 12:55,0,0,TX
277,Mrs. Susie Swaniawski,30000,1090,849401946,17,เขื่อนอุบลรัตน์,50,500,333,39,13/5/2018 08:59,0,0,TX
278,Lelah Kuhic,20000,590,848772985,16,เมืองลี่,20,200,392,55,26/1/2019 21:14,0,192,TX
279,Nyah Stroman DDS,30000,1090,870483004,28,หนองโสน,50,500,337,36,28/2/2018 09:59,0,0,TX
280,Jamie O'Kon,20000,1090,850008779,41,เมืองน้อย,50,500,293,29,2/12/2018 09:35,0,0,OK
281,Eulah Tromp,20000,1090,819601785,8,สระขวัญ,50,500,500,58,13/3/2018 18:07,0,0,TX
282,Gracie Robel,50000,590,830667836,48,จริม,20,200,605,44,15/6/2018 20:01,28,405,OK
283,Eunice Schamberger,15000,590,866107186,5,ตาโกน,20,200,145,15,28/7/2018 17:05,0,0,TX
284,Prof. Okey Block III,30000,390,818123163,1,แขม,10,100,659,46,21/6/2018 21:19,0,559,TX
285,Webster Stanton,50000,1090,867786318,31,หนองพลับ,50,500,89,40,24/2/2018 21:38,0,0,TX
286,Dr. Giles Crist MD,18000,890,862063837,25,เชิงเนิน,30,300,305,28,20/8/2018 23:52,0,5,OK
287,Judy Little,50000,390,892857024,2,บ้านแก้ง,10,100,480,33,9/7/2018 06:18,0,380,TX
288,Clare Barrows,20000,890,813819287,6,ตลุกเทียม,30,300,480,56,25/12/2018 20:35,0,180,TX
289,Rosamond Koch,20000,590,834457252,48,ท่าหิน,20,200,67,21,25/6/2018 05:12,28,0,TX
290,Louvenia Mohr,20000,1090,882385016,43,เขาดิน,50,500,667,38,7/5/2018 07:01,0,167,OK
291,Prof. Nick Hayes,12000,1090,867024888,44,โรงช้าง,50,500,327,20,11/10/2018 08:12,0,0,TX
292,Mckenzie Stark,20000,1090,860792176,49,กุ่มหัก,50,500,656,57,12/10/2018 04:09,0,156,OK
293,Eldred Volkman,30000,1090,814224054,43,ตะเคียน,50,500,278,41,18/10/2018 20:18,0,0,OK
294,Mabelle Russel,12000,1090,845557429,19,เขาทอง,50,500,581,26,15/1/2019 22:09,0,81,OK
295,Diana Terry,18000,1090,833939728,23,บ้านชุ้ง,50,500,795,29,6/9/2018 03:13,0,295,OK
296,Veda Monahan,20000,1090,848417087,40,ท่าผา,50,500,526,19,17/3/2018 14:51,0,26,TX
297,Prof. Alberto Mertz,50000,390,879673348,29,รังกาใหญ่,10,100,478,44,10/3/2018 21:08,19,378,TX
298,Shyanne Nitzsche DVM,20000,890,866516234,24,กระดังงา,30,300,355,22,8/2/2019 11:36,0,55,OK
299,Lempi Lynch,20000,890,862605302,17,หนองบัว,30,300,165,29,25/8/2018 07:58,0,0,OK
300,Tanya Ernser,18000,1090,842770720,44,กลางใหญ่,50,500,344,22,26/10/2018 04:14,0,0,OK
301,Wellington Abbott,30000,1090,829590746,7,เกาะสำโรง,50,500,664,36,6/7/2018 05:26,0,164,OK
302,Kennedi Nienow,20000,390,887447186,19,เขาโจด,10,100,670,59,16/4/2018 11:59,9,570,OK
303,Prof. Libbie Dickinson II,18000,890,897544345,18,บ้านแพง,30,300,413,26,24/6/2018 22:04,0,113,OK
304,Lucy Grady,18000,1090,894132740,13,ห้วยทราย,50,500,741,17,12/11/2018 14:28,0,241,OK
305,Lora Smitham DVM,50000,1090,897263688,20,พิกุลทอง,50,500,348,43,6/8/2018 16:38,0,0,OK
306,Dr. Kolby Cole MD,30000,1090,894819175,23,ริมสีม่วง,50,500,651,59,23/3/2018 19:46,0,151,OK
307,Prof. Alfredo Emmerich PhD,50000,390,841953300,3,วังยายทอง,10,100,249,38,8/10/2018 23:59,0,149,OK
308,Ms. Mossie Ziemann III,50000,390,864883972,20,นางรอง,10,100,303,40,22/5/2018 10:48,10,203,OK
309,Fanny Hayes,25000,590,834546522,26,โคกล่าม,20,200,456,34,20/12/2018 04:05,6,256,OK
310,Prof. Katelynn Effertz Jr.,50000,890,814983694,18,อาษา,30,300,557,34,10/9/2018 19:32,0,257,OK
311,Macy Rodriguez,50000,890,818398203,18,บ้านโคก,30,300,790,55,28/12/2018 15:27,0,490,OK
312,Diana Towne,25000,390,863997968,14,ดงบัง,10,100,532,54,25/5/2018 13:49,4,432,OK
313,Delia Crooks V,25000,390,844162329,25,ดอยแก้ว,10,100,585,31,5/4/2018 04:37,15,485,OK
314,Antonette Mayer,30000,390,869239535,16,อ่าวน้อย,10,100,366,47,22/4/2018 10:53,6,266,OK
315,Timothy Ziemann IV,50000,590,852742988,6,ขนาบนาก,20,200,767,41,1/5/2018 09:56,0,567,OK
316,Estell Morar I,15000,890,820962429,24,ดงกลาง,30,300,192,28,5/4/2018 17:31,0,0,OK
317,Prof. Horace Kunde,25000,390,818036713,30,ศรีสุข,10,100,221,44,29/11/2018 18:01,20,121,OK
318,Thalia Rath III,20000,1090,869006428,25,พญาขัน,50,500,289,51,8/5/2018 08:24,0,0,OK
319,Virginie Denesik,20000,390,885823636,42,ทุ่งสว่าง,10,100,93,55,10/7/2018 19:05,32,0,OK
320,Dr. Mckenna Bechtelar MD,18000,890,889279324,46,สงยาง,30,300,288,15,21/8/2018 04:55,16,0,OK
321,Dr. Ines Torp,20000,390,821628695,46,บ้านหาด,10,100,69,57,11/9/2018 04:16,36,0,OK
322,Alf Jacobson,25000,1090,875225421,44,ป่าอ้อ,50,500,791,30,1/8/2018 04:37,0,291,OK
323,Juston Lemke,18000,1090,870844753,13,โนนตูม,50,500,112,16,14/5/2018 22:01,0,0,OK
324,Rodger Ryan,18000,890,860784398,14,ท่าโรงช้าง,30,300,536,23,9/5/2018 21:37,0,236,OK
325,Mrs. Eulalia Carter,25000,590,852184620,47,รอบเมือง,20,200,94,49,13/10/2018 22:55,27,0,OK
326,Mack Green Jr.,50000,890,814722596,4,โนนไทย,30,300,126,59,9/1/2019 18:59,0,0,OK
327,Dr. Merritt Powlowski,20000,390,845192354,34,บ้านนา,10,100,729,51,12/12/2018 07:18,24,629,OK
328,Terrill O'Kon,20000,390,861259041,37,หนองตอง,10,100,258,59,13/4/2018 04:07,27,158,TX
329,Zaria Brown III,20000,390,830097387,11,วังประจัน,10,100,451,49,6/5/2018 22:08,1,351,OK
330,Alfonzo Erdman,25000,1090,821445475,18,ทรายขาว,50,500,762,33,16/10/2018 23:33,0,262,TX
331,Rosemary Price,20000,1090,890576644,37,ทุ่งลูกนก,50,500,68,15,22/10/2018 11:28,0,0,OK
332,Prof. Lourdes Leffler,50000,390,846638563,16,ท่าด้วง,10,100,591,47,12/4/2018 19:26,6,491,OK
333,Ron Harvey I,30000,1090,851701070,1,บางมะเดื่อ,50,500,187,33,11/2/2018 19:39,0,0,TX
334,Mr. Johan Johnston PhD,12000,890,858281387,50,บางใบไม้,30,300,61,19,10/10/2018 11:01,20,0,OK
335,Bettye Kirlin MD,20000,1090,836227295,27,ปกาสัย,50,500,416,37,16/4/2018 12:54,0,0,OK
336,Eloy Wilderman,30000,890,853746411,5,บ้านฉาง,30,300,751,30,11/3/2018 08:44,0,451,OK
337,Prof. Hadley Kub,20000,590,899201613,46,ตาลเดี่ยว,20,200,743,15,4/5/2018 04:13,26,543,TX
338,Serena McGlynn,20000,590,874655565,7,หนองกอมเกาะ,20,200,508,55,26/11/2018 19:22,0,308,OK
339,Aiden Carroll DDS,20000,590,870792444,20,นาเขลียง,20,200,583,41,24/8/2018 17:28,0,383,TX
340,Kenyon Kub,18000,390,859003410,13,บางชนะ,10,100,297,27,16/8/2018 17:02,3,197,TX
341,Dr. Jefferey Veum,25000,1090,821164818,43,ท่าธง,50,500,664,32,23/6/2018 01:19,0,164,TX
342,Miss Destany Weissnat IV,20000,590,898935597,23,ระโสม,20,200,108,57,4/1/2019 17:32,3,0,TX
343,Leonardo Lowe,12000,890,881945231,12,บางกระเบา,30,300,539,28,15/4/2018 09:10,0,239,TX
344,Myles Ryan MD,20000,590,885730478,10,ท่าผาปุ้ม,20,200,692,28,15/11/2018 17:57,0,492,TX
345,Lenora Howell,20000,590,868598928,13,ท่าข้าม,20,200,584,28,29/11/2018 21:41,0,384,TX
346,Wava Stehr,30000,1090,863186496,14,กุดป่อง,50,500,524,43,6/3/2018 10:54,0,24,OK
347,Callie Homenick,15000,1090,812898863,1,ชุมช้าง,50,500,40,19,26/12/2018 17:33,0,0,TX
348,Dr. Marjory Pollich II,20000,1090,887716640,17,ปากช่อง,50,500,102,56,11/2/2018 09:34,0,0,OK
349,Collin Bayer V,30000,590,871621092,25,ทุ่งสมอ,20,200,117,60,30/1/2019 07:48,5,0,TX
350,Gregory Jacobs,18000,890,873774989,50,หนองยาง,30,300,674,28,17/5/2018 09:21,20,374,OK
351,Derrick Quigley,15000,1090,892654647,46,ท่าหลวง,50,500,73,21,31/10/2018 00:41,0,0,OK
352,Romaine Buckridge I,15000,390,882455464,35,บ้านโพธิ์,10,100,353,20,8/6/2018 16:54,25,253,TX
353,Dr. Linnea Wunsch,25000,590,833194803,6,แก้ง,20,200,148,46,30/1/2019 10:23,0,0,OK
354,Garth Bruen,25000,890,817762625,10,ลมศักดิ์,30,300,368,41,3/5/2018 13:05,0,68,OK
355,Dr. Jayde Brakus I,12000,1090,884722162,42,หินดาด,50,500,582,24,14/4/2018 12:54,0,82,TX
356,Jonathan Torphy,18000,890,859615384,23,คำชะอี,30,300,547,25,8/1/2019 22:12,0,247,OK
357,Prof. Justice Kihn,50000,390,833040632,18,เทพกระษัตรี,10,100,250,46,11/5/2018 10:52,8,150,OK
358,Dr. Kieran Fritsch Jr.,20000,590,898831078,14,สารภี,20,200,583,51,31/12/2018 01:23,0,383,TX
359,Kathlyn Nikolaus,18000,1090,893571778,8,ท่าขนอน,50,500,742,28,5/10/2018 19:17,0,242,TX
360,Marisol Breitenberg,20000,590,820185484,36,หนองน้ำใหญ่,20,200,400,51,17/3/2018 05:49,16,200,OK
361,Prof. Rey Mills II,50000,390,835987294,4,ไทรม้า,10,100,741,59,24/5/2018 22:54,0,641,OK
362,Mr. Henri Hermiston DDS,15000,1090,813007851,7,ไทรขึง,50,500,233,19,20/10/2018 04:29,0,0,TX
363,Mrs. Sylvia Goyette,30000,1090,842131143,7,ท้ายบ้านใหม่,50,500,322,36,3/10/2018 20:17,0,0,OK
364,Dr. Peyton Will,25000,890,884281805,32,เขากวางทอง,30,300,387,52,6/5/2018 12:21,2,87,OK
365,Ms. Teagan Johnson V,30000,390,828298444,18,คลองหินปูน,10,100,147,41,2/11/2018 00:25,8,47,TX
366,Ansel Bailey,12000,1090,814333363,9,โคกหม้อ,50,500,710,18,27/5/2018 06:25,0,210,TX
367,Eliezer Rowe II,20000,1090,843690330,41,เวินพระบาท,50,500,259,34,11/3/2018 16:34,0,0,OK
368,Mr. Shawn Bailey,15000,590,885834479,40,กุตาไก้,20,200,582,17,30/3/2018 12:17,20,382,TX
369,Merl Legros V,20000,590,831427088,10,แม่ขรี,20,200,662,21,2/9/2018 20:42,0,462,TX
370,Ms. Berenice Volkman Sr.,20000,890,892920159,8,เปลี่ยน,30,300,734,44,6/8/2018 22:38,0,434,TX
371,Eriberto Halvorson,20000,1090,877517903,7,บางพรม,50,500,385,55,22/10/2018 14:21,0,0,TX
372,Meda Kohler,20000,390,861053562,47,ดินแดง,10,100,70,59,19/4/2018 04:30,37,0,TX
373,Cordell Denesik,20000,590,844231936,3,หนองสรวง,20,200,756,26,14/2/2018 07:35,0,556,OK
374,Dr. Conrad Okuneva,12000,890,854166451,20,ไก่คำ,30,300,767,22,28/10/2018 10:37,0,467,OK
375,Demarcus DuBuque Sr.,20000,1090,829145605,15,พรหมสวัสดิ์,50,500,577,22,6/5/2018 06:57,0,77,TX
376,Brannon Boehm,50000,1090,829196121,37,ท่าสายลวด,50,500,357,51,10/5/2018 08:19,0,0,OK
377,Shanny Kutch,30000,390,845821276,29,บางชัน,10,100,175,30,1/4/2018 18:34,19,75,OK
378,Cheyenne Kertzmann,20000,1090,856293806,2,หนองตีนนก,50,500,590,39,1/3/2018 14:56,0,90,OK
379,Sonny Johnston,25000,1090,897728315,23,โคกสี,50,500,577,56,22/9/2018 05:48,0,77,OK
380,Maddison Walsh V,50000,890,854105207,26,ชาติตระการ,30,300,719,40,30/6/2018 08:51,0,419,OK
381,Ahmed Jones,20000,390,841899377,7,พระขาว,10,100,341,38,11/6/2018 16:18,0,241,TX
382,Prof. Jamil Buckridge Jr.,18000,1090,862879993,45,ทุ่งหวัง,50,500,421,29,22/3/2018 11:21,0,0,OK
383,Miss Adrienne Collins,25000,1090,817400299,34,ท่าม่วง,50,500,287,43,6/6/2018 23:44,0,0,TX
384,Orie Kuhic,25000,590,851869787,26,โบสถ์,20,200,92,43,30/1/2019 11:49,6,0,OK
385,Jamey Cummings,50000,890,854028389,35,บ้านโขด,30,300,143,57,27/2/2018 14:19,5,0,OK
386,Charlotte Leuschke,30000,590,874689502,24,เขาทอง,20,200,106,31,4/10/2018 03:04,4,0,OK
387,Ms. Earnestine Kiehn,15000,1090,886701342,40,โนนกอก,50,500,147,22,3/2/2019 09:43,0,0,TX
388,Joanne O'Connell,20000,590,862487841,36,บ้านหลวง,20,200,219,34,2/8/2018 12:01,16,19,OK
389,Brown Skiles,30000,590,895173575,22,หันทราย,20,200,686,50,27/2/2018 10:42,2,486,OK
390,Ines Graham,30000,390,816982705,5,บองอ,10,100,220,53,8/6/2018 07:40,0,120,TX
391,Angelita Jacobi,20000,890,825218595,22,นิยมชัย,30,300,282,15,4/10/2018 14:37,0,0,OK
392,Miss Marina Padberg,25000,590,888676010,17,บ้านโคก,20,200,386,54,31/5/2018 05:13,0,186,TA
393,Dr. Florence Heathcote,30000,890,890839803,26,เมืองลีง,30,300,465,47,10/2/2019 01:27,0,165,TX
394,Elvis Graham,18000,890,829136709,39,หนองบัว,30,300,188,19,2/9/2018 12:43,9,0,OK
395,Claude Schulist,30000,890,830963412,29,ตาวัง,30,300,511,42,17/12/2018 17:26,0,211,OK
396,Liliane Williamson,18000,390,825416407,13,บ้านกลาง,10,100,561,29,19/2/2018 12:32,3,461,TX
397,Quinton Feil,30000,590,848875156,33,คลองยาง,20,200,387,49,3/2/2019 08:36,13,187,OK
398,Beaulah Gislason,12000,590,877216968,41,สำราญ,20,200,6,25,1/3/2018 18:32,21,0,OK
399,Vern Raynor,12000,1090,819541386,14,ซับจำปา,50,500,604,26,10/8/2018 01:08,0,104,OK
400,Vivian Wunsch,20000,590,816879659,3,นาเกลือ,20,200,141,43,17/11/2018 20:53,0,0,OK
401,Maureen Spinka,20000,890,879409733,44,ห้วยโรง,30,300,108,57,11/7/2018 17:13,14,0,OK
402,Dr. Megane Gulgowski,25000,590,848542203,43,สำนักท้อน,20,200,428,30,7/6/2018 15:56,23,228,OK
403,Monroe Kuhn II,30000,590,852389889,6,บางสวน,20,200,381,46,18/4/2018 02:02,0,181,OK
404,Mitchell Gottlieb,18000,390,840357317,38,โนนสมบูรณ์,10,100,85,24,6/10/2018 15:08,28,0,OK
405,Nyah Zboncak,30000,590,867870082,10,ปากน้ำ,20,200,608,58,15/1/2019 15:53,0,408,OK
406,Dr. Lukas Keebler,30000,1090,895352670,27,บ้านตาล,50,500,103,46,17/4/2018 11:46,0,0,OK
407,Savannah Labadie,20000,1090,891386165,25,บางเดือน,50,500,208,28,22/1/2019 22:54,0,0,OK
408,Mr. Morton Witting II,50000,1090,877990799,48,อุทัยเก่า,50,500,581,49,7/2/2019 01:50,0,81,OK
409,Prof. Stone Kassulke DDS,18000,390,846635231,48,ท่าข้าม,10,100,278,24,4/10/2018 11:50,38,178,TA
410,Kasandra Rolfson PhD,25000,390,833944880,15,หันทราย,10,100,537,52,22/11/2018 07:47,5,437,OK
411,Dr. Josephine Miller,30000,390,884976162,6,อบทม,10,100,171,31,7/6/2018 03:53,0,71,OK
412,Prof. Aniyah Balistreri MD,20000,890,885123452,35,เกาะลูกไม้,30,300,725,35,8/10/2018 18:15,5,425,OK
413,Fatima Schowalter,20000,1090,852259116,50,เชียงกลาง,50,500,582,27,15/7/2018 13:22,0,82,TX
414,Lorena Wiza,15000,1090,841686863,15,เวียงเหนือ,50,500,676,26,12/12/2018 00:24,0,176,OK
415,Dr. Queenie Shanahan V,18000,390,819213057,23,ซากไทย,10,100,420,25,15/7/2018 18:34,13,320,OK
416,Payton Hegmann,20000,1090,881637215,46,ลุมพลี,50,500,730,46,25/5/2018 00:15,0,230,OK
417,Elvera Hand,25000,1090,878506909,41,ไม้ฝาด,50,500,314,40,9/7/2018 06:52,0,0,OK
418,Miss Rosa Block,50000,1090,899972433,33,ทองหลาง,50,500,264,33,30/11/2018 12:54,0,0,OK
419,Wilma Pagac,50000,590,834206458,35,อาฮี,20,200,514,56,17/1/2019 06:41,15,314,OK
420,Vivianne Kshlerin,20000,890,818609259,11,จีกแดก,30,300,625,33,29/6/2018 19:29,0,325,OK
421,Antone Koch,25000,890,899563362,8,โคกยาง,30,300,380,56,17/5/2018 14:07,0,80,OK
422,Tre Gusikowski,20000,890,825085367,21,ทุ่งไชย,30,300,327,19,20/11/2018 14:24,0,27,OK
423,Candelario Weimann PhD,18000,390,861973378,7,เวียงพางคำ,10,100,601,21,29/3/2018 02:58,0,501,OK
424,Kelton Sipes,30000,890,813997596,49,สาคร,30,300,790,38,6/4/2018 12:56,19,490,OK
